#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,最佳平仓价,最佳平仓时间,最差平仓价,最差平仓时间,浮动盈利,浮动亏损,建仓效率,平仓效率,总效率
135,Ama_CL,多头,880910,2017/5/31 14:00,1281,2017/6/1 15:00,1248,1,1281,2017/5/31 14:00,1248,2017/5/31 14:00,0,-3704.64,-14.16%,-13.79%,-127.95%
136,Ama_CL,多头,880472,2017/5/26 11:30,1374,2017/6/2 11:30,1361,1,1390,2017/5/31 10:30,1361,2017/5/26 11:30,1146.78,-1737.6,46.83%,-17.78%,-70.96%
137,Ama_CL,多头,880572,2017/6/1 14:00,1492,2017/6/5 14:00,1485,1,1494,2017/6/1 15:00,1454,2017/6/2 10:30,0,-4251.39,-6.55%,73.45%,-33.11%
138,Ama_CL,多头,880471,2017/5/25 11:30,1593,2017/6/5 14:00,1585,1,1636,2017/6/2 10:30,1579,2017/6/5 11:30,3788.35,-1877.57,73.41%,1.23%,-25.36%
139,Ama_CL,多头,880431,2017/6/1 14:00,769,2017/6/5 15:00,774,1,776,2017/6/5 11:30,760,2017/6/2 10:30,474.76,-1167.6,33.93%,84.16%,18.09%
140,Ama_CL,多头,880853,2017/5/26 10:30,712,2017/6/5 15:00,709,1,724,2017/6/1 15:00,709,2017/5/26 10:30,980.22,-527.36,76.54%,-17.72%,-41.18%
141,Ama_CL,多头,880829,2017/5/16 11:30,1363,2017/6/6 10:30,1398,1,1423,2017/6/2 10:30,1359,2017/5/18 10:30,5597.18,-792.58,94.00%,57.36%,51.36%
142,Ama_CL,多头,880845,2017/5/15 10:30,2103,2017/6/6 14:00,2150,1,2209,2017/6/2 10:30,2081,2017/5/18 10:30,9880.13,-2883.41,81.67%,51.56%,33.23%
143,Ama_CL,多头,880826,2017/5/18 10:30,1283,2017/6/6 15:00,1328,1,1352,2017/6/2 10:30,1283,2017/5/18 15:00,6451.44,-435.52,99.61%,63.42%,63.03%
144,Ama_CL,多头,880310,2017/5/31 10:30,852,2017/6/7 10:30,844,1,863,2017/5/31 15:00,839,2017/6/6 15:00,841.57,-1556.58,39.52%,10.18%,-50.31%
145,Ama_CL,多头,880546,2017/6/7 15:00,2004,2017/6/9 10:30,1981,1,2011,2017/6/8 14:00,1981,2017/6/7 15:00,84.56,-2937.6,3.54%,-26.54%,-123.00%
146,Ama_CL,多头,880547,2017/6/7 14:00,1937,2017/6/9 11:30,1933,1,1953,2017/6/8 14:00,1932,2017/6/9 10:30,935.67,-1142,64.11%,-33.94%,-69.83%
147,Ama_CL,多头,880456,2017/6/8 10:30,2513,2017/6/9 14:00,2487,1,2520,2017/6/8 14:00,2478,2017/6/9 11:30,0,-4261.61,-3.84%,2.05%,-101.79%
148,Ama_CL,多头,880580,2017/6/8 10:30,3025,2017/6/9 14:00,3020,1,3031,2017/6/8 11:30,3010,2017/6/9 11:30,0,-2494.55,-32.77%,5.57%,-127.20%
149,Ama_CL,多头,880910,2017/6/7 11:30,1289,2017/6/9 15:00,1307,1,1319,2017/6/9 10:30,1289,2017/6/7 11:30,2550.78,-412.48,100.00%,54.28%,54.28%
150,Ama_CL,多头,880424,2017/6/7 10:30,1611,2017/6/9 15:00,1646,1,1663,2017/6/9 10:30,1611,2017/6/7 10:30,4691.14,-515.52,100.00%,63.50%,63.50%
151,Ama_CL,多头,880421,2017/6/6 14:00,1665,2017/6/12 10:30,1692,1,1706,2017/6/7 15:00,1665,2017/6/6 14:00,3608.56,-532.8,100.00%,59.94%,59.94%
152,Ama_CL,多头,880926,2017/6/6 11:30,1191,2017/6/12 10:30,1218,1,1227,2017/6/9 15:00,1183,2017/6/6 15:00,3223.1,-1130.92,81.08%,77.15%,58.22%
153,Ama_CL,多头,880597,2017/6/8 10:30,1461,2017/6/12 10:30,1461,1,1469,2017/6/8 11:30,1457,2017/6/9 11:30,333.2,-888.84,44.08%,-5.93%,-61.85%
154,Ama_CL,多头,880949,2017/6/7 15:00,942,2017/6/12 10:30,935,1,947,2017/6/8 10:30,934,2017/6/9 14:00,242.69,-1067.21,24.01%,-22.96%,-98.95%
155,Ama_CL,多头,880533,2017/6/6 14:00,1382,2017/6/12 10:30,1407,1,1419,2017/6/8 10:30,1379,2017/6/6 15:00,3244.86,-735.76,91.68%,66.35%,58.03%
156,Ama_CL,多头,880437,2017/6/6 14:00,1128,2017/6/12 11:30,1145,1,1166,2017/6/8 10:30,1124,2017/6/6 15:00,3450.94,-729.36,90.33%,44.65%,34.98%
157,Ama_CL,多头,880351,2017/6/9 10:30,1009,2017/6/12 11:30,993,1,1013,2017/6/9 15:00,993,2017/6/9 10:30,121.41,-1920.32,7.04%,-18.43%,-111.39%
158,Ama_CL,多头,880529,2017/6/8 10:30,5461,2017/6/12 11:30,5331,1,5471,2017/6/8 11:30,5317,2017/6/12 10:30,0,-16168.4,-5.54%,-1.89%,-107.43%
159,Ama_CL,多头,880507,2017/6/7 11:30,1241,2017/6/12 11:30,1249,1,1259,2017/6/9 15:00,1241,2017/6/7 11:30,1429.95,-397.12,100.00%,28.08%,28.08%
160,Ama_CL,多头,880448,2017/6/6 15:00,2497,2017/6/12 15:00,2603,1,2661,2017/6/9 15:00,2497,2017/6/6 15:00,15592.68,-799.04,100.00%,62.75%,62.75%
161,Ama_CL,多头,880455,2017/6/7 15:00,1000,2017/6/12 15:00,997,1,1005,2017/6/9 15:00,995,2017/6/12 11:30,225.13,-869.12,29.01%,-8.85%,-79.83%
162,Ama_CL,多头,880513,2017/6/7 15:00,1283,2017/6/12 15:00,1284,1,1294,2017/6/9 10:30,1281,2017/6/12 14:00,719.62,-600.26,79.09%,-13.23%,-34.15%
163,Ama_CL,多头,880594,2017/6/7 14:00,1741,2017/6/12 15:00,1749,1,1767,2017/6/9 15:00,1741,2017/6/7 14:00,2042.71,-557.12,100.00%,11.83%,11.83%
164,Ama_CL,多头,880563,2017/6/8 11:30,2096,2017/6/12 15:00,2077,1,2104,2017/6/9 15:00,2072,2017/6/12 14:00,136,-3057.88,5.37%,-6.83%,-101.46%
165,Ama_CL,多头,880476,2017/5/26 14:00,1576,2017/6/13 10:30,1615,1,1640,2017/6/9 15:00,1560,2017/6/2 11:30,5890.43,-2057.84,79.08%,66.42%,45.50%
166,Ama_CL,多头,880582,2017/6/8 10:30,1406,2017/6/13 10:30,1404,1,1421,2017/6/9 15:00,1404,2017/6/8 10:30,1054.66,-649.6,84.04%,-35.80%,-51.76%
167,Ama_CL,多头,880946,2017/6/6 11:30,706,2017/6/13 10:30,720,1,742,2017/6/8 11:30,706,2017/6/6 11:30,3412.25,-225.92,100.00%,34.34%,34.34%
168,Ama_CL,多头,880577,2017/6/7 11:30,3480,2017/6/13 11:30,3543,1,3601,2017/6/9 15:00,3480,2017/6/7 11:30,10921.11,-1113.6,100.00%,47.40%,47.40%
169,Ama_CL,多头,880928,2017/6/8 10:30,1332,2017/6/13 11:30,1344,1,1355,2017/6/12 11:30,1332,2017/6/8 10:30,1886.05,-426.24,100.00%,40.92%,40.92%
170,Ama_CL,多头,880520,2017/6/7 11:30,1257,2017/6/13 11:30,1281,1,1291,2017/6/12 10:30,1257,2017/6/7 11:30,3013.29,-402.24,100.00%,66.17%,66.17%
171,Ama_CL,多头,880431,2017/6/8 11:30,781,2017/6/13 15:00,775,1,783,2017/6/9 10:30,771,2017/6/13 10:30,0,-1280.27,-4.79%,18.72%,-86.07%
172,Ama_CL,多头,880568,2017/6/8 10:30,1718,2017/6/14 10:30,1721,1,1722,2017/6/13 15:00,1695,2017/6/13 10:30,0,-2832.1,-7.08%,95.38%,-11.70%
173,Ama_CL,多头,880591,2017/6/9 14:00,1964,2017/6/14 11:30,1951,1,1965,2017/6/9 15:00,1935,2017/6/13 10:30,0,-3481.91,-22.44%,40.04%,-82.40%
174,Ama_CL,多头,880482,2017/6/6 10:30,1626,2017/6/14 15:00,1640,1,1674,2017/6/12 10:30,1626,2017/6/6 10:30,4241.04,-520.32,100.00%,20.69%,20.69%
175,Ama_CL,多头,880826,2017/6/9 15:00,1360,2017/6/14 15:00,1343,1,1370,2017/6/12 10:30,1343,2017/6/9 15:00,606.14,-2132.48,26.25%,-18.61%,-92.36%
176,Ama_CL,多头,880372,2017/6/8 10:30,1585,2017/6/15 10:30,1622,1,1645,2017/6/14 10:30,1585,2017/6/8 10:30,5500.17,-507.2,100.00%,57.94%,57.94%
177,Ama_CL,多头,880418,2017/6/9 11:30,1580,2017/6/15 10:30,1580,1,1595,2017/6/13 15:00,1572,2017/6/13 10:30,981.02,-1318.3,54.61%,17.24%,-28.15%
178,Ama_CL,多头,880941,2017/6/7 14:00,563,2017/6/15 11:30,557,1,570,2017/6/9 10:30,556,2017/6/15 10:30,518.72,-877.04,42.59%,-6.58%,-63.98%
179,Ama_CL,多头,880920,2017/6/7 15:00,1417,2017/6/15 15:00,1421,1,1437,2017/6/12 10:30,1412,2017/6/15 10:30,1585.29,-908.72,77.63%,19.72%,-2.65%
180,Ama_CL,多头,880904,2017/6/8 10:30,2384,2017/6/15 15:00,2392,1,2430,2017/6/9 15:00,2368,2017/6/15 10:30,3783.83,-2394.28,69.81%,30.85%,0.66%
181,Ama_CL,多头,880835,2017/5/17 14:00,1284,2017/6/15 15:00,1342,1,1372,2017/6/13 14:00,1267,2017/5/18 10:30,8394,-2066.23,83.48%,70.02%,53.51%
182,Ama_CL,多头,880599,2017/6/9 10:30,1629,2017/6/16 14:00,1617,1,1634,2017/6/12 10:30,1604,2017/6/15 10:30,0,-3017.28,-2.12%,32.00%,-70.12%
183,Ama_CL,多头,880927,2017/6/9 10:30,1359,2017/6/16 14:00,1350,1,1371,2017/6/12 10:30,1344,2017/6/15 10:30,782.16,-1909.52,34.59%,6.45%,-58.96%
184,Ama_CL,多头,880400,2017/6/9 10:30,1807,2017/6/16 15:00,1802,1,1823,2017/6/12 10:30,1795,2017/6/15 10:30,1019.2,-1806.27,45.27%,6.86%,-47.86%
185,Ama_CL,多头,880847,2017/5/17 15:00,1592,2017/6/19 10:30,1649,1,1689,2017/6/12 10:30,1579,2017/5/18 10:30,9135.1,-1847.3,87.19%,62.26%,49.45%
186,Ama_CL,多头,880590,2017/6/14 10:30,1928,2017/6/19 11:30,1946,1,1959,2017/6/16 10:30,1922,2017/6/14 11:30,2473.09,-1169.08,81.70%,57.29%,38.99%
187,Ama_CL,多头,880909,2017/6/9 10:30,1216,2017/6/20 10:30,1221,1,1226,2017/6/9 15:00,1205,2017/6/13 10:30,635.24,-1495.35,36.40%,69.91%,6.31%
188,Ama_CL,多头,880390,2017/6/8 10:30,1632,2017/6/20 10:30,1700,1,1710,2017/6/14 11:30,1632,2017/6/8 10:30,7307.21,-522.24,100.00%,85.76%,85.76%
189,Ama_CL,多头,880430,2017/6/20 11:30,1371,2017/6/20 15:00,1364,1,1374,2017/6/20 14:00,1364,2017/6/20 11:30,0,-1137.6,-34.58%,-83.78%,-218.36%
190,Ama_CL,多头,880547,2017/6/16 11:30,1968,2017/6/21 14:00,1976,1,2002,2017/6/20 14:00,1963,2017/6/16 14:00,2774.78,-1114.98,85.08%,20.11%,5.18%
191,Ama_CL,多头,880946,2017/6/16 11:30,744,2017/6/22 11:30,746,1,756,2017/6/20 14:00,739,2017/6/21 14:00,998.94,-708.33,67.92%,29.47%,-2.61%
192,Ama_CL,多头,880912,2017/6/19 10:30,1679,2017/6/22 14:00,1683,1,1699,2017/6/20 14:00,1673,2017/6/21 14:00,1453.52,-1104.38,71.87%,21.31%,-6.82%
193,Ama_CL,多头,880575,2017/6/21 10:30,2097,2017/6/22 14:00,2095,1,2112,2017/6/21 15:00,2095,2017/6/22 11:30,849.52,-877.72,80.38%,-62.77%,-82.39%
194,Ama_CL,多头,880507,2017/6/20 14:00,1295,2017/6/22 14:00,1291,1,1302,2017/6/21 10:30,1287,2017/6/21 14:00,301.45,-1223.1,27.09%,-0.22%,-73.13%
195,Ama_CL,多头,880557,2017/6/8 10:30,2089,2017/6/23 11:30,2070,1,2129,2017/6/22 14:00,2070,2017/6/8 10:30,3369.04,-2565.44,63.90%,-12.56%,-48.66%
196,Ama_CL,多头,880919,2017/6/7 15:00,1608,2017/6/23 11:30,1617,1,1663,2017/6/20 15:00,1604,2017/6/12 15:00,5017.57,-953.86,91.93%,15.11%,7.04%
197,Ama_CL,多头,880448,2017/6/22 10:30,2685,2017/6/23 14:00,2660,1,2709,2017/6/22 11:30,2660,2017/6/22 10:30,1546.95,-3355.2,38.19%,-21.01%,-82.82%
198,Ama_CL,多头,880446,2017/6/7 10:30,1083,2017/6/23 14:00,1103,1,1136,2017/6/21 10:30,1083,2017/6/7 10:30,4899.03,-346.56,100.00%,33.69%,33.69%
199,Ama_CL,多头,880350,2017/6/9 14:00,1260,2017/6/23 14:00,1256,1,1293,2017/6/20 14:00,1256,2017/6/9 14:00,2877.54,-802.56,87.78%,-12.26%,-24.48%
200,Ama_CL,多头,880431,2017/6/20 11:30,789,2017/6/23 15:00,777,1,794,2017/6/21 10:30,775,2017/6/23 14:00,219.76,-1624.28,13.77%,-4.66%,-90.89%
201,Ama_CL,多头,880505,2017/6/9 11:30,450,2017/6/26 10:30,475,1,480,2017/6/20 14:00,445,2017/6/13 10:30,2801.28,-603.26,85.88%,86.23%,72.10%
202,Ama_CL,多头,880577,2017/6/22 10:30,3626,2017/6/26 10:30,3654,1,3664,2017/6/22 11:30,3579,2017/6/23 14:00,2623.61,-5893.72,35.59%,86.59%,22.18%
203,Ama_CL,多头,880913,2017/6/8 15:00,1544,2017/6/26 11:30,1577,1,1579,2017/6/22 11:30,1537,2017/6/9 10:30,3043.26,-1223.92,80.61%,93.57%,74.18%
204,Ama_CL,多头,880905,2017/6/16 10:30,1585,2017/6/26 11:30,1590,1,1605,2017/6/20 14:00,1551,2017/6/23 14:00,1501.58,-3923.72,30.46%,69.37%,-0.16%
205,Ama_CL,多头,880583,2017/6/8 14:00,2154,2017/6/26 11:30,2173,1,2215,2017/6/20 14:00,2126,2017/6/13 10:30,5437.91,-3470.83,66.09%,48.59%,14.68%
206,Ama_CL,多头,880335,2017/6/7 15:00,1169,2017/6/26 14:00,1209,1,1210,2017/6/26 11:30,1155,2017/6/13 10:30,3695.4,-1747.88,72.84%,98.50%,71.34%
207,Ama_CL,多头,880942,2017/6/8 14:00,891,2017/6/26 14:00,901,1,909,2017/6/22 11:30,879,2017/6/13 10:30,1502.02,-1517.15,54.86%,71.19%,26.05%
208,Ama_CL,多头,880572,2017/6/8 14:00,1510,2017/6/26 14:00,1522,1,1547,2017/6/21 15:00,1496,2017/6/23 14:00,3195.9,-1888.95,69.38%,46.14%,15.52%
209,Ama_CL,多头,880414,2017/6/15 10:30,1125,2017/6/27 10:30,1147,1,1155,2017/6/21 10:30,1110,2017/6/23 14:00,2628.22,-1886.55,63.18%,80.97%,44.15%
210,Ama_CL,多头,880586,2017/6/13 15:00,1522,2017/6/27 10:30,1544,1,1555,2017/6/22 10:30,1508,2017/6/23 14:00,2844.62,-1867.83,67.25%,73.16%,40.41%
211,Ama_CL,多头,880406,2017/6/8 15:00,1190,2017/6/27 10:30,1214,1,1214,2017/6/26 15:00,1181,2017/6/23 14:00,2020.35,-1233.43,70.26%,99.83%,70.08%
212,Ama_CL,多头,880557,2017/6/28 14:00,2134,2017/6/28 15:00,2114,1,2134,2017/6/28 14:00,2114,2017/6/28 14:00,0,-2679.68,-51.72%,-51.24%,-202.96%
213,Ama_CL,多头,880482,2017/6/26 11:30,1709,2017/6/29 10:30,1686,1,1724,2017/6/26 14:00,1686,2017/6/26 11:30,997.64,-2843.2,30.22%,-16.34%,-86.12%
214,Ama_CL,多头,880949,2017/6/28 10:30,955,2017/6/29 10:30,948,1,955,2017/6/28 10:30,946,2017/6/28 15:00,0,-1173.21,-54.11%,-23.74%,-177.85%
215,Ama_CL,多头,880550,2017/6/27 10:30,2274,2017/6/29 14:00,2256,1,2274,2017/6/27 10:30,2243,2017/6/28 15:00,0,-3870.64,-30.00%,25.90%,-104.10%
216,Ama_CL,多头,880380,2017/5/16 15:00,1822,2017/7/3 15:00,1961,1,2037,2017/6/27 10:30,1801,2017/5/18 10:30,20915.51,-2632.76,91.05%,66.83%,57.87%
217,Ama_CL,多头,880490,2017/6/15 14:00,1521,2017/7/4 10:30,1567,1,1580,2017/6/27 10:30,1520,2017/6/15 15:00,5365.9,-551.62,98.80%,76.80%,75.60%
218,Ama_CL,多头,880928,2017/6/27 10:30,1376,2017/7/4 10:30,1387,1,1398,2017/7/3 10:30,1369,2017/6/29 10:30,1749.18,-1170.16,70.49%,56.02%,26.51%
219,Ama_CL,多头,880424,2017/6/28 10:30,1695,2017/7/4 14:00,1681,1,1721,2017/7/3 10:30,1680,2017/7/4 11:30,2043.46,-2009.04,58.14%,-13.34%,-55.20%
220,Ama_CL,多头,880557,2017/7/4 14:00,2132,2017/7/5 10:30,2112,1,2137,2017/7/4 15:00,2112,2017/7/4 14:00,0,-2679.04,-7.64%,-36.31%,-143.95%
221,Ama_CL,多头,880835,2017/6/22 15:00,1404,2017/7/5 10:30,1392,1,1430,2017/6/26 14:00,1375,2017/6/23 14:00,2109.62,-3337.66,42.13%,24.97%,-32.90%
222,Ama_CL,多头,880387,2017/6/2 11:30,2344,2017/7/5 11:30,2610,1,2713,2017/6/26 14:00,2344,2017/6/2 11:30,36108.84,-750.08,100.00%,71.47%,71.47%
223,Ama_CL,多头,880904,2017/6/22 11:30,2507,2017/7/5 11:30,2510,1,2550,2017/6/26 14:00,2461,2017/6/23 14:00,3452.95,-5387.88,42.88%,50.88%,-6.24%
224,Ama_CL,多头,880913,2017/6/28 11:30,1589,2017/7/7 11:30,1567,1,1616,2017/7/3 10:30,1566,2017/7/6 14:00,2211.16,-2792.82,49.11%,-9.18%,-60.07%
225,Ama_CL,多头,880506,2017/6/9 11:30,1403,2017/7/7 11:30,1458,1,1466,2017/7/6 10:30,1390,2017/6/12 15:00,5884.88,-1721.92,82.17%,88.23%,70.40%
226,Ama_CL,多头,880355,2017/6/13 10:30,1273,2017/7/7 15:00,1383,1,1407,2017/6/30 15:00,1273,2017/6/13 10:30,12951.23,-407.36,100.00%,81.65%,81.65%
227,Ama_CL,多头,880549,2017/7/4 11:30,1241,2017/7/10 10:30,1231,1,1241,2017/7/4 11:30,1223,2017/7/5 10:30,0,-2215.21,-27.83%,30.02%,-97.81%
228,Ama_CL,多头,880520,2017/7/5 11:30,1317,2017/7/10 14:00,1334,1,1349,2017/7/7 15:00,1317,2017/7/5 11:30,2767.44,-421.44,100.00%,46.10%,46.10%
229,Ama_CL,多头,880530,2017/6/20 11:30,1374,2017/7/10 14:00,1383,1,1411,2017/6/27 10:30,1359,2017/6/23 14:00,3303.32,-1977.22,68.17%,41.30%,9.47%
230,Ama_CL,多头,880578,2017/6/7 15:00,2215,2017/7/10 15:00,2353,1,2381,2017/7/5 15:00,2215,2017/6/7 15:00,15894.59,-708.8,100.00%,82.22%,82.22%
231,Ama_CL,多头,880489,2017/6/8 15:00,1413,2017/7/11 11:30,1443,1,1468,2017/7/3 14:00,1385,2017/6/13 10:30,5044.03,-3258.66,64.18%,68.18%,32.36%
232,Ama_CL,多头,880948,2017/6/21 14:00,879,2017/7/11 11:30,909,1,933,2017/7/6 11:30,865,2017/6/23 14:00,5149.02,-1700.01,78.34%,62.95%,41.29%
233,Ama_CL,多头,880921,2017/6/28 11:30,1098,2017/7/11 15:00,1113,1,1120,2017/7/6 10:30,1093,2017/6/28 15:00,1841.13,-810.62,79.98%,69.81%,49.80%
234,Ama_CL,多头,880901,2017/6/16 14:00,2175,2017/7/11 15:00,2181,1,2228,2017/7/3 14:00,2119,2017/6/23 14:00,4615.49,-6268.08,45.23%,53.82%,-0.95%
235,Ama_CL,多头,880581,2017/6/12 14:00,2222,2017/7/11 15:00,2255,1,2313,2017/7/4 10:30,2209,2017/6/23 14:00,8397.36,-2043.91,86.26%,40.28%,26.54%
236,Ama_CL,多头,880930,2017/6/9 10:30,1344,2017/7/11 15:00,1426,1,1444,2017/7/7 10:30,1344,2017/6/9 10:30,9580.88,-430.08,100.00%,80.96%,80.96%
237,Ama_CL,多头,880571,2017/6/29 10:30,1631,2017/7/12 10:30,1695,1,1725,2017/7/10 10:30,1629,2017/6/29 11:30,8873.02,-739.58,97.60%,66.94%,64.54%
238,Ama_CL,多头,880583,2017/7/5 11:30,2203,2017/7/12 10:30,2172,1,2245,2017/7/6 11:30,2172,2017/7/5 11:30,3474.35,-3800,52.81%,-10.56%,-57.76%
239,Ama_CL,多头,880910,2017/6/28 15:00,1332,2017/7/12 11:30,1371,1,1418,2017/7/10 10:30,1332,2017/6/28 15:00,8121.06,-426.24,100.00%,42.70%,42.70%
240,Ama_CL,多头,880589,2017/6/7 14:00,1512,2017/7/12 11:30,1538,1,1608,2017/7/6 11:30,1508,2017/6/15 10:30,9116.77,-847.26,96.15%,26.12%,22.28%
241,Ama_CL,多头,880929,2017/6/21 11:30,1234,2017/7/12 11:30,1244,1,1286,2017/6/27 10:30,1210,2017/6/23 14:00,4781.82,-2816,66.32%,42.05%,8.37%
242,Ama_CL,多头,880330,2017/6/20 15:00,1230,2017/7/12 14:00,1300,1,1321,2017/7/10 11:30,1219,2017/6/23 14:00,8652.9,-1499.83,88.63%,78.92%,67.56%
243,Ama_CL,多头,880943,2017/6/7 10:30,981,2017/7/12 14:00,1039,1,1083,2017/7/6 11:30,981,2017/6/7 10:30,9854.78,-313.92,100.00%,55.58%,55.58%
244,Ama_CL,多头,880545,2017/6/8 11:30,2020,2017/7/12 14:00,2013,1,2099,2017/7/6 10:30,1979,2017/6/12 15:00,7276.91,-4720.88,64.03%,24.13%,-11.84%
245,Ama_CL,多头,880539,2017/6/7 15:00,1607,2017/7/12 14:00,1671,1,1706,2017/7/6 10:30,1607,2017/6/7 15:00,9334.98,-514.24,100.00%,62.94%,62.94%
246,Ama_CL,多头,880600,2017/7/4 14:00,915,2017/7/12 15:00,910,1,923,2017/7/10 15:00,905,2017/7/12 11:30,481.96,-1319.16,31.88%,15.72%,-52.39%
247,Ama_CL,多头,880909,2017/7/4 10:30,1249,2017/7/13 10:30,1264,1,1280,2017/7/7 15:00,1239,2017/7/12 11:30,2701.36,-1393.09,73.05%,56.64%,29.69%
248,Ama_CL,多头,880546,2017/6/13 15:00,1998,2017/7/13 10:30,2042,1,2126,2017/7/10 10:30,1992,2017/6/23 14:00,12101.23,-1189.48,95.64%,34.03%,29.67%
249,Ama_CL,多头,880584,2017/6/8 11:30,1518,2017/7/13 10:30,1681,1,1716,2017/7/10 10:30,1492,2017/6/12 15:00,19294.54,-3081.6,88.11%,83.99%,72.10%
250,Ama_CL,多头,880908,2017/6/15 15:00,1207,2017/7/13 10:30,1230,1,1284,2017/7/6 11:30,1183,2017/6/23 14:00,7265.5,-2757.44,75.33%,44.47%,19.81%
251,Ama_CL,多头,880565,2017/7/6 10:30,5618,2017/7/13 10:30,5512,1,5785,2017/7/7 14:00,5405,2017/7/12 11:30,14900.48,-23028.73,41.16%,24.64%,-34.20%
252,Ama_CL,多头,880431,2017/7/10 11:30,797,2017/7/13 11:30,787,1,798,2017/7/10 15:00,782,2017/7/12 15:00,0,-1778.6,-14.81%,20.66%,-94.15%
253,Ama_CL,多头,880944,2017/6/7 15:00,1031,2017/7/13 11:30,1063,1,1093,2017/7/6 11:30,1030,2017/6/7 15:00,5833.2,-387.83,99.01%,49.62%,48.63%
254,Ama_CL,多头,880902,2017/6/13 14:00,1836,2017/7/13 11:30,1976,1,2016,2017/7/7 15:00,1836,2017/6/13 14:00,17354.73,-587.52,100.00%,77.16%,77.16%
255,Ama_CL,多头,880351,2017/6/16 14:00,1047,2017/7/13 11:30,1259,1,1273,2017/7/10 10:30,1038,2017/6/22 15:00,22188.86,-1184.68,96.30%,94.11%,90.41%
256,Ama_CL,多头,880534,2017/6/12 10:30,1385,2017/7/13 11:30,1542,1,1568,2017/7/10 10:30,1370,2017/6/12 15:00,17805.56,-1965.76,92.10%,86.69%,78.79%
257,Ama_CL,多头,880536,2017/6/12 11:30,800,2017/7/13 11:30,835,1,850,2017/7/6 10:30,793,2017/6/13 10:30,4704.05,-935.91,87.34%,72.79%,60.12%
258,Ama_CL,多头,880905,2017/7/5 14:00,1611,2017/7/13 14:00,1602,1,1643,2017/7/10 10:30,1582,2017/7/12 11:30,2697.34,-3411.88,48.14%,26.62%,-25.24%
259,Ama_CL,多头,880585,2017/6/15 10:30,1450,2017/7/13 14:00,1538,1,1573,2017/7/10 10:30,1450,2017/6/15 10:30,11852.26,-464,100.00%,70.21%,70.21%
260,Ama_CL,多头,880350,2017/6/30 11:30,1308,2017/7/13 14:00,1407,1,1422,2017/7/13 10:30,1307,2017/6/30 14:00,11004.13,-490.44,99.35%,86.11%,85.46%
261,Ama_CL,多头,880842,2017/6/9 14:00,2401,2017/7/13 14:00,2550,1,2575,2017/7/10 15:00,2385,2017/6/13 10:30,16555.92,-2415.68,90.92%,86.56%,77.48%
262,Ama_CL,多头,880574,2017/6/8 14:00,2104,2017/7/13 14:00,2172,1,2200,2017/7/6 11:30,2061,2017/6/12 11:30,8948.31,-4982.36,67.43%,78.66%,46.08%
263,Ama_CL,多头,880540,2017/6/8 15:00,1342,2017/7/13 14:00,1385,1,1399,2017/7/10 15:00,1331,2017/6/15 10:30,5266.43,-1495.74,83.12%,77.86%,60.98%
264,Ama_CL,多头,880440,2017/6/16 11:30,1555,2017/7/14 10:30,1573,1,1603,2017/7/10 10:30,1517,2017/6/23 14:00,4312.7,-4333.45,52.85%,63.08%,15.92%
265,Ama_CL,多头,880569,2017/6/8 11:30,2302,2017/7/14 10:30,2364,1,2418,2017/7/10 10:30,2247,2017/6/13 10:30,10810.84,-6209.88,66.32%,67.14%,33.45%
266,Ama_CL,多头,880390,2017/6/23 10:30,1693,2017/7/14 11:30,1717,1,1768,2017/7/7 10:30,1678,2017/6/23 14:00,6942.25,-2054.34,82.06%,39.86%,21.92%
267,Ama_CL,多头,880591,2017/6/21 11:30,1984,2017/7/14 11:30,2015,1,2023,2017/7/10 14:00,1959,2017/6/23 14:00,3214.96,-3171.81,55.82%,86.90%,42.71%
268,Ama_CL,多头,880945,2017/6/13 10:30,1149,2017/7/14 11:30,1182,1,1206,2017/7/7 15:00,1144,2017/6/15 10:30,5366.14,-841.92,91.86%,58.25%,50.10%
269,Ama_CL,多头,880492,2017/6/12 10:30,1572,2017/7/14 15:00,1630,1,1675,2017/7/7 15:00,1551,2017/6/13 10:30,9767.5,-2613.66,82.18%,62.31%,44.49%
270,Ama_CL,多头,880447,2017/6/14 15:00,572,2017/7/17 10:30,608,1,617,2017/7/10 15:00,569,2017/6/15 10:30,4303.77,-436.63,94.42%,80.42%,74.84%
271,Ama_CL,多头,880922,2017/6/30 11:30,1223,2017/7/17 10:30,1298,1,1320,2017/7/10 15:00,1220,2017/6/30 15:00,9311.1,-722.82,96.55%,77.04%,73.59%
272,Ama_CL,多头,880344,2017/7/5 10:30,1130,2017/7/17 11:30,1112,1,1167,2017/7/11 10:30,1083,2017/7/17 10:30,3334.48,-5035.12,41.56%,31.53%,-26.91%
273,Ama_CL,多头,880857,2017/6/7 14:00,848,2017/7/17 15:00,862,1,886,2017/7/11 15:00,848,2017/6/7 14:00,3513.57,-271.36,100.00%,32.06%,32.06%
274,Ama_CL,多头,880535,2017/6/16 10:30,552,2017/7/19 11:30,648,1,653,2017/7/19 10:30,550,2017/6/16 11:30,9949.13,-359.35,98.19%,94.66%,92.85%
275,Ama_CL,多头,880432,2017/7/21 11:30,1713,2017/7/24 14:00,1711,1,1718,2017/7/21 14:00,1704,2017/7/24 10:30,0,-1424.76,-11.81%,16.73%,-95.08%
